osm_id,ags,ort,plz,landkreis,bundesland
387524,09673130,Hendungen,97640,Landkreis Rhön-Grabfeld,Bayern
966144,09574131,Henfenfeld,91239,Landkreis Nürnberger Land,Bayern
959811,09271125,Hengersberg,94491,Landkreis Deggendorf,Bayern
36042,05382020,Hennef (Sieg),53773,Rhein-Sieg-Kreis,Nordrhein-Westfalen
1310087,12065136,Hennigsdorf,16761,Landkreis Oberhavel,Brandenburg
450068,01061036,Hennstedt,25581,Kreis Steinburg,Schleswig-Holstein
1244119,07133043,Hennweiler,55619,Landkreis Bad Kreuznach,Rheinland-Pfalz
1246483,07336037,Henschtal,66909,Landkreis Kusel,Rheinland-Pfalz
442762,01060039,Henstedt-Ulzburg,24558,Kreis Segeberg,Schleswig-Holstein
943552,09176131,Hepberg,85120,Landkreis Eichstätt,Bayern
537056,06431011,Heppenheim,64646,Kreis Bergstraße,Hessen
2805479,08437044,Herbertingen,88518,Landkreis Sigmaringen,Baden-Württemberg
1124261,08316017,Herbolzheim,79336,Landkreis Emmendingen,Baden-Württemberg
215969,06532012,Herborn,35745,Lahn-Dill-Kreis,Hessen
2791216,08135020,Herbrechtingen,89542,Landkreis Heidenheim,Baden-Württemberg
418337,06535008,Herbstein,36358,Vogelsbergkreis,Hessen
1829067,05954020,Herdecke,58313,Ennepe-Ruhr-Kreis,Nordrhein-Westfalen
421958,07132050,Herdorf,57562,Landkreis Altenkirchen,Rheinland-Pfalz
2805973,08437124,Herdwangen-Schönach,88634,Landkreis Sigmaringen,Baden-Württemberg
445268,09772156,Heretsried,86465,Landkreis Augsburg,Bayern
146654,05758012,Herford,32049,Kreis Herford,Nordrhein-Westfalen
146654,05758012,Herford,32051,Kreis Herford,Nordrhein-Westfalen
146654,05758012,Herford,32052,Kreis Herford,Nordrhein-Westfalen
959840,09776131,Hergatz,88145,Landkreis Lindau,Bayern
959435,09776115,Hergensweiler,88138,Landkreis Lindau,Bayern
238972,06632009,Heringen (Werra),36266,Landkreis Hersfeld-Rotenburg,Hessen
382423,01055022,Heringsdorf,23777,Kreis Ostholstein,Schleswig-Holstein
1432806,13075049,Heringsdorf,17424,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
549430,06636005,Herleshausen,37293,Werra-Meißner-Kreis,Hessen
2791803,08135021,Hermaringen,89568,Landkreis Heidenheim,Baden-Württemberg
1251043,07340016,Hermersberg,66919,Landkreis Südwestpfalz,Rheinland-Pfalz
2778378,16074041,Hermsdorf,07629,Saale-Holzland-Kreis,Thüringen
455479,14628170,Hermsdorf/Erzgebirge,01776,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
62396,05916000,Herne,44623,,Nordrhein-Westfalen
62396,05916000,Herne,44625,,Nordrhein-Westfalen
62396,05916000,Herne,44627,,Nordrhein-Westfalen
62396,05916000,Herne,44628,,Nordrhein-Westfalen
62396,05916000,Herne,44629,,Nordrhein-Westfalen
62396,05916000,Herne,44649,,Nordrhein-Westfalen
62396,05916000,Herne,44651,,Nordrhein-Westfalen
62396,05916000,Herne,44652,,Nordrhein-Westfalen
62396,05916000,Herne,44653,,Nordrhein-Westfalen
1080514,09474135,Heroldsbach,91336,Landkreis Forchheim,Bayern
1016528,09572131,Heroldsberg,90562,Landkreis Erlangen-Höchstadt,Bayern
2788301,08425139,Heroldstatt,72535,Alb-Donau-Kreis,Baden-Württemberg
722073,08115021,Herrenberg,71083,Landkreis Böblingen,Baden-Württemberg
534186,09571166,Herrieden,91567,Landkreis Ansbach,Bayern
1240404,08337049,Herrischried,79737,Landkreis Waldshut,Baden-Württemberg
956644,09273127,Herrngiersdorf,84097,Landkreis Kelheim,Bayern
418716,14626180,Herrnhut,02747,Landkreis Görlitz,Sachsen
932292,09188124,Herrsching am Ammersee,82211,Landkreis Starnberg,Bayern
1245138,07134039,Herrstein,55756,Landkreis Birkenfeld,Rheinland-Pfalz
931290,09574132,Hersbruck,91217,Landkreis Nürnberger Land,Bayern
533585,07143029,Herschbach,56249,Westerwaldkreis,Rheinland-Pfalz
1250993,07340017,Herschberg,66987,Landkreis Südwestpfalz,Rheinland-Pfalz
168562,05962020,Herscheid,58849,Märkischer Kreis,Nordrhein-Westfalen
63503,05562020,Herten,45699,Kreis Recklinghausen,Nordrhein-Westfalen
63503,05562020,Herten,45701,Kreis Recklinghausen,Nordrhein-Westfalen
1252793,07337038,Herxheim,76863,Landkreis Südliche Weinstraße,Rheinland-Pfalz
1303473,12062224,Herzberg (Elster),04916,Landkreis Elbe-Elster,Brandenburg
1302375,12068188,Herzberg (Mark),16835,Landkreis Ostprignitz-Ruppin,Brandenburg
137982,05754020,Herzebrock-Clarholz,33442,Kreis Gütersloh,Nordrhein-Westfalen
447191,01061037,Herzhorn,25379,Kreis Steinburg,Schleswig-Holstein
1016504,09572132,Herzogenaurach,91074,Landkreis Erlangen-Höchstadt,Bayern
157992,05334016,Herzogenrath,52134,Städteregion Aachen,Nordrhein-Westfalen
1169357,03257014,Hespe,31693,Landkreis Schaumburg,Niedersachsen
1016534,09572133,Heßdorf,91093,Landkreis Erlangen-Höchstadt,Bayern
422695,07338012,Heßheim,67258,Rhein-Pfalz-Kreis,Rheinland-Pfalz
405303,08118028,Hessigheim,74394,Landkreis Ludwigsburg,Baden-Württemberg
549417,06636006,Hessisch Lichtenau,37235,Werra-Meißner-Kreis,Hessen
1729925,03252007,Hessisch Oldendorf,31840,Landkreis Hameln-Pyrmont,Niedersachsen
443183,01056027,Hetlingen,25491,Kreis Pinneberg,Schleswig-Holstein
1249749,07332027,Hettenleidelheim,67310,Landkreis Bad Dürkheim,Rheinland-Pfalz
396551,09186126,Hettenshausen,85276,Landkreis Pfaffenhofen an der Ilm,Bayern
396551,09186126,Hettenshausen,85304,Landkreis Pfaffenhofen an der Ilm,Bayern
396551,09186126,Hettenshausen,85307,Landkreis Pfaffenhofen an der Ilm,Bayern
2805402,08437047,Hettingen,72513,Landkreis Sigmaringen,Baden-Württemberg
181148,09679146,Hettstadt,97265,Landkreis Würzburg,Bayern
2792060,08136028,Heubach,73540,Ostalbkreis,Baden-Württemberg
418624,06531007,Heuchelheim,35452,Landkreis Gießen,Hessen
915430,08136029,Heuchlingen,73572,Ostalbkreis,Baden-Württemberg
1186484,03257015,Heuerßen,31700,Landkreis Schaumburg,Niedersachsen
659745,06438005,Heusenstamm,63150,Landkreis Offenbach,Hessen
387521,09673133,Heustreu,97618,Landkreis Rhön-Grabfeld,Bayern
1184871,10041513,Heusweiler,66265,Regionalverband Saarbrücken,Saarland
147443,05758016,Hiddenhausen,32120,Kreis Herford,Nordrhein-Westfalen
1891490,05970020,Hilchenbach,57271,Kreis Siegen-Wittgenstein,Nordrhein-Westfalen
66555,05158016,Hilden,40723,Kreis Mettmann,Nordrhein-Westfalen
66555,05158016,Hilden,40724,Kreis Mettmann,Nordrhein-Westfalen
1176503,03254021,Hildesheim,31134,Landkreis Hildesheim,Niedersachsen
1176503,03254021,Hildesheim,31135,Landkreis Hildesheim,Niedersachsen
1176503,03254021,Hildesheim,31137,Landkreis Hildesheim,Niedersachsen
1176503,03254021,Hildesheim,31139,Landkreis Hildesheim,Niedersachsen
1176503,03254021,Hildesheim,31141,Landkreis Hildesheim,Niedersachsen
722063,08115022,Hildrizhausen,71157,Landkreis Böblingen,Baden-Württemberg
2014321,03256013,Hilgermissen,27318,Landkreis Nienburg/Weser,Niedersachsen
453344,07143030,Hilgert,56206,Westerwaldkreis,Rheinland-Pfalz
412806,09174147,Hilgertshausen-Tandern,86567,Landkreis Dachau,Bayern
145260,05770012,Hille,32479,Kreis Minden-Lübbecke,Nordrhein-Westfalen
1374674,03151012,Hillerse,38543,Landkreis Gifhorn,Niedersachsen
1239671,07339028,Hillesheim,67586,Landkreis Mainz-Bingen,Rheinland-Pfalz
453345,07143031,Hillscheid,56204,Westerwaldkreis,Rheinland-Pfalz
158545,09576127,Hilpoltstein,91161,Landkreis Roth,Bayern
955903,09772157,Hiltenfingen,86856,Landkreis Augsburg,Bayern
1086004,03459022,Hilter,49176,Landkreis Osnabrück,Niedersachsen
1080460,09474138,Hiltpoltstein,91355,Landkreis Forchheim,Bayern
2785127,08335035,Hilzingen,78247,Landkreis Konstanz,Baden-Württemberg
1460224,03360011,Himbergen,29584,Landkreis Uelzen,Niedersachsen
1022775,09477121,Himmelkron,95502,Landkreis Kulmbach,Bayern
335435,09677142,Himmelstadt,97267,Landkreis Main-Spessart,Bayern
898635,03452011,Hinte,26759,Landkreis Aurich,Niedersachsen
958969,09272126,Hinterschmiding,94146,Landkreis Freyung-Grafenau,Bayern
1251073,07340020,Hinterweidenthal,66999,Landkreis Südwestpfalz,Rheinland-Pfalz
317596,08315052,Hinterzarten,79856,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
1257094,07235047,Hinzert-Pölert,54421,Landkreis Trier-Saarburg,Rheinland-Pfalz
1246676,07336042,Hinzweiler,67756,Landkreis Kusel,Rheinland-Pfalz
2778910,08416018,Hirrlingen,72145,Landkreis Tübingen,Baden-Württemberg
1077550,09471145,Hirschaid,96114,Landkreis Bamberg,Bayern
1028538,09371127,Hirschau,92242,Landkreis Amberg-Sulzbach,Bayern
1028543,09371128,Hirschbach,92275,Landkreis Amberg-Sulzbach,Bayern
2179169,16075046,Hirschberg,07927,Saale-Orla-Kreis,Thüringen
550581,08226107,Hirschberg an der Bergstraße,69493,Rhein-Neckar-Kreis,Baden-Württemberg
417710,14524110,Hirschfeld,08144,Landkreis Zwickau,Sachsen
537069,06431012,Hirschhorn,64757,Kreis Bergstraße,Hessen
1253780,07335014,Hirschhorn/Pfalz,67732,Landkreis Kaiserslautern,Rheinland-Pfalz
549804,14627070,Hirschstein,01594,Landkreis Meißen,Sachsen
450110,06440011,Hirzenhain,63697,Wetteraukreis,Hessen
1948875,03355018,Hittbergen,21522,Landkreis Lüneburg,Niedersachsen
1821294,03354009,Hitzacker,29456,Landkreis Lüchow-Dannenberg,Niedersachsen
943551,09176132,Hitzhofen,85122,Landkreis Eichstätt,Bayern
182317,09679147,Höchberg,97204,Landkreis Würzburg,Bayern
2792736,08116027,Hochdorf,73269,Landkreis Esslingen,Baden-Württemberg
2801320,08426058,Hochdorf,88454,Landkreis Biberach,Baden-Württemberg
422701,07338014,Hochdorf-Assenheim,67126,Rhein-Pfalz-Kreis,Rheinland-Pfalz
1240390,08337051,Höchenschwand,79862,Landkreis Waldshut,Baden-Württemberg
414755,06436006,Hochheim,65239,Main-Taunus-Kreis,Hessen
1309660,14625230,Hochkirch - Bukecy,02627,Landkreis Bautzen,Sachsen
1186710,07335015,Hochspeyer,67691,Landkreis Kaiserslautern,Rheinland-Pfalz
1016532,09572135,Höchstadt a.d.Aisch,91315,Landkreis Erlangen-Höchstadt,Bayern
1026851,09478127,Hochstadt a.Main,96272,Landkreis Lichtenfels,Bayern
957012,09773139,Höchstädt an der Donau,89420,Landkreis Dillingen an der Donau,Bayern
1022882,09479126,Höchstädt im Fichtelgebirge,95186,Landkreis Wunsiedel im Fichtelgebirge,Bayern
451778,06437009,Höchst im Odenwald,64739,Odenwaldkreis,Hessen
453413,08226032,Hockenheim,68766,Rhein-Neckar-Kreis,Baden-Württemberg
62589,09464000,Hof,95028,,Bayern
62589,09464000,Hof,95030,,Bayern
62589,09464000,Hof,95032,,Bayern
454877,06631013,Hofbieber,36145,Landkreis Fulda,Hessen
3378897,08235035,Höfen an der Enz,75339,Landkreis Calw,Baden-Württemberg
1112226,06633013,Hofgeismar,34369,Landkreis Kassel,Hessen
414726,06436007,Hofheim am Taunus,65719,Main-Taunus-Kreis,Hessen
388771,09674149,Hofheim in Unterfranken,97461,Landkreis Haßberge,Bayern
958114,09275127,Hofkirchen,94544,Landkreis Passau,Bayern
933963,09181124,Hofstetten,86928,Landkreis Landsberg am Lech,Bayern
1416733,01054045,Högel,25858,Kreis Nordfriesland,Schleswig-Holstein
1821794,03354010,Höhbeck,29478,Landkreis Lüchow-Dannenberg,Niedersachsen
452994,08317047,Hohberg,77749,Ortenaukreis,Baden-Württemberg
161702,15083298,Hohe Börde,39167,Landkreis Börde,Sachsen-Anhalt
1251044,07340022,Höheinöd,66989,Landkreis Südwestpfalz,Rheinland-Pfalz
215972,06532013,Hohenahr,35644,Lahn-Dill-Kreis,Hessen
962453,09779162,Hohenaltheim,86745,Landkreis Donau-Ries,Bayern
958943,09272127,Hohenau,94545,Landkreis Freyung-Grafenau,Bayern
1022868,09479127,Hohenberg an der Eger,95691,Landkreis Wunsiedel im Fichtelgebirge,Bayern
2168244,09184129,Hohenbrunn,85521,Landkreis München,Bayern
2168244,09184129,Hohenbrunn,85662,Landkreis München,Bayern
1028558,09371129,Hohenburg,92277,Landkreis Amberg-Sulzbach,Bayern
1310797,14626190,Hohendubrau - Wysoka Dubrawa,02906,Landkreis Görlitz,Sachsen
189454,01057029,Hohenfelde,24257,Kreis Plön,Schleswig-Holstein
447195,01061041,Hohenfelde,25358,Kreis Steinburg,Schleswig-Holstein
2856997,16071032,Hohenfelden,99448,Landkreis Weimarer Land,Thüringen
1028813,09373134,Hohenfels,92366,Landkreis Neumarkt in der Oberpfalz,Bayern
1236168,08335096,Hohenfels,78355,Landkreis Konstanz,Baden-Württemberg
1318355,12060092,Hohenfinow,16248,Landkreis Barnim,Brandenburg
936751,09190129,Hohenfurch,86978,Landkreis Weilheim-Schongau,Bayern
337283,03157002,Hohenhameln,31249,Landkreis Peine,Niedersachsen
158702,01053053,Hohenhorn,21526,Kreis Herzogtum Lauenburg,Schleswig-Holstein
30011,09178133,Hohenkammer,85411,Landkreis Freising,Bayern
539089,09184127,Höhenkirchen-Siegertsbrunn,85635,Landkreis München,Bayern
1050565,07131206,Hohenleimbach,56746,Landkreis Ahrweiler,Rheinland-Pfalz
1303789,12062240,Hohenleipisch,04934,Landkreis Elbe-Elster,Brandenburg
1277211,16076029,Hohenleuben,07958,Landkreis Greiz,Thüringen
929928,09175123,Hohenlinden,85664,Landkreis Ebersberg,Bayern
450218,01061042,Hohenlockstedt,25551,Kreis Steinburg,Schleswig-Holstein
2405131,15084235,Hohenmölsen,06679,Burgenlandkreis,Sachsen-Anhalt
1310091,12065144,Hohen Neuendorf,16540,Landkreis Oberhavel,Brandenburg
1310091,12065144,Hohen Neuendorf,16556,Landkreis Oberhavel,Brandenburg
1310091,12065144,Hohen Neuendorf,16562,Landkreis Oberhavel,Brandenburg
936832,09190130,Hohenpeißenberg,82383,Landkreis Weilheim-Schongau,Bayern
934748,09177121,Hohenpolding,84432,Landkreis Erding,Bayern
275085,06632010,Hohenroda,36284,Landkreis Hersfeld-Rotenburg,Hessen
412939,06439006,Hohenstein,65329,Rheingau-Taunus-Kreis,Hessen
2773206,08415090,Hohenstein,72531,Landkreis Reutlingen,Baden-Württemberg
1248704,07331041,Hohen-Sülzen,67591,Landkreis Alzey-Worms,Rheinland-Pfalz
2805480,08437053,Hohentengen,88367,Landkreis Sigmaringen,Baden-Württemberg
2786235,08337053,Hohentengen am Hochrhein,79801,Landkreis Waldshut,Baden-Württemberg
179420,09274141,Hohenthann,84098,Landkreis Landshut,Bayern
391269,09186128,Hohenwart,86558,Landkreis Pfaffenhofen an der Ilm,Bayern
959924,09372135,Hohenwarth,93480,Landkreis Cham,Bayern
535012,07143242,Höhn,56462,Westerwaldkreis,Rheinland-Pfalz
536014,14521290,Hohndorf,09394,Erzgebirgskreis,Sachsen
1797685,03351015,Hohne,29362,Landkreis Celle,Niedersachsen
534530,14628190,Hohnstein,01848,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
453346,07143032,Höhr-Grenzhausen,56203,Westerwaldkreis,Rheinland-Pfalz
454194,01062035,Hoisdorf,22955,Kreis Stormarn,Schleswig-Holstein
454194,01062035,Hoisdorf,22961,Kreis Stormarn,Schleswig-Holstein
1398884,03460005,Holdorf,49451,Landkreis Vechta,Niedersachsen
1184662,03255021,Holenberg,37642,Landkreis Holzminden,Niedersachsen
1168891,03254022,Holle,31188,Landkreis Hildesheim,Niedersachsen
162451,09771140,Hollenbach,86568,Landkreis Aichach-Friedberg,Bayern
444923,03359026,Hollern-Twielenfleth,21723,Landkreis Stade,Niedersachsen
1071017,09472154,Hollfeld,96142,Landkreis Bayreuth,Bayern
1156157,01059039,Hollingstedt,24876,Kreis Schleswig-Flensburg,Schleswig-Holstein
450590,01056028,Holm,25488,Kreis Pinneberg,Schleswig-Holstein
1451520,13076063,Holthusen,19075,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
548611,01058080,Holtsee,24363,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
548621,01058082,Holzdorf,24364,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
722060,08115024,Holzgerlingen,71088,Landkreis Böblingen,Baden-Württemberg
958244,09778151,Holzgünz,87752,Landkreis Unterallgäu,Bayern
941090,09775126,Holzheim,89291,Landkreis Neu-Ulm,Bayern
956796,09773140,Holzheim,89438,Landkreis Dillingen an der Donau,Bayern
962254,09779163,Holzheim,86684,Landkreis Donau-Ries,Bayern
965021,09375153,Holzheim am Forst,93183,Landkreis Regensburg,Bayern
180670,09679149,Holzkirchen,97292,Landkreis Würzburg,Bayern
935961,09182120,Holzkirchen,83607,Landkreis Miesbach,Bayern
2793194,08116029,Holzmaden,73271,Landkreis Esslingen,Baden-Württemberg
1184652,03255023,Holzminden,37603,Landkreis Holzminden,Niedersachsen
158415,05978016,Holzwickede,59439,Kreis Unna,Nordrhein-Westfalen
452196,06634009,Homberg (Efze),34576,Schwalm-Eder-Kreis,Hessen
418324,06535009,Homberg (Ohm),35315,Vogelsbergkreis,Hessen
1184826,10045114,Homburg,66424,Saarpfalz-Kreis,Saarland
310390,01057031,Honigsee,24211,Kreis Plön,Schleswig-Holstein
1817756,03456009,Hoogstede,49846,Landkreis Grafschaft Bentheim,Niedersachsen
448304,09777135,Hopferau,87659,Landkreis Ostallgäu,Bayern
403728,08225039,Höpfingen,74746,Neckar-Odenwald-Kreis,Baden-Württemberg
1332913,12064227,Hoppegarten,15366,Landkreis Märkisch-Oderland,Brandenburg
1244287,07134042,Hoppstädten-Weiersbach,55768,Landkreis Birkenfeld,Rheinland-Pfalz
155639,05566020,Hopsten,48496,Kreis Steinfurt,Nordrhein-Westfalen
1258421,07231058,Horath,54497,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
935829,08237040,Horb am Neckar,72160,Landkreis Freudenstadt,Baden-Württemberg
1948624,08315056,Horben,79289,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
1250430,07334011,Hördt,76771,Landkreis Germersheim,Rheinland-Pfalz
955846,09772159,Horgau,86497,Landkreis Augsburg,Bayern
2808131,08436095,Horgenzell,88263,Landkreis Ravensburg,Baden-Württemberg
29826,09178132,Hörgertshausen,85413,Landkreis Freising,Bayern
1250691,07340211,Hornbach,66500,Landkreis Südwestpfalz,Rheinland-Pfalz
142698,05766032,Horn-Bad Meinberg,32805,Kreis Lippe,Nordrhein-Westfalen
453006,08317051,Hornberg,78132,Ortenaukreis,Baden-Württemberg
1141532,01054046,Hörnum (Sylt),25997,Kreis Nordfriesland,Schleswig-Holstein
2806093,16067088,Hörsel,99880,Landkreis Gotha,Thüringen
1268949,16063098,Hörselberg-Hainich,99820,Wartburgkreis,Thüringen
155642,05566016,Hörstel,48477,Kreis Steinfurt,Nordrhein-Westfalen
155783,05566024,Horstmar,48612,Kreis Steinfurt,Nordrhein-Westfalen
1156024,01059123,Hörup,24980,Kreis Schleswig-Flensburg,Schleswig-Holstein
534054,09671130,Hösbach,63768,Landkreis Aschaffenburg,Bayern
454878,06631014,Hosenfeld,36154,Landkreis Fulda,Hessen
2186927,09187145,Höslwang,83129,Landkreis Rosenheim,Bayern
2808132,08436047,Hoßkirch,88374,Landkreis Ravensburg,Baden-Württemberg
1015149,09577141,Höttingen,91798,Landkreis Weißenburg-Gunzenhausen,Bayern
138195,05774024,Hövelhof,33161,Kreis Paderborn,Nordrhein-Westfalen
148593,05762020,Höxter,37671,Kreis Höxter,Nordrhein-Westfalen
409630,14625240,Hoyerswerda - Wojerecy,02977,Landkreis Bautzen,Sachsen
158005,05370020,Hückelhoven,41836,Kreis Heinsberg,Nordrhein-Westfalen
173818,05374016,Hückeswagen,42499,Oberbergischer Kreis,Nordrhein-Westfalen
1185608,03458010,Hude (Oldenburg),27798,Landkreis Oldenburg,Niedersachsen
403745,08225042,Hüffenhardt,74928,Neckar-Odenwald-Kreis,Baden-Württemberg
1241468,08326027,Hüfingen,78183,Schwarzwald-Baar-Kreis,Baden-Württemberg
907162,08216022,Hügelsheim,76549,Landkreis Rastatt,Baden-Württemberg
936932,09190131,Huglfing,82386,Landkreis Weilheim-Schongau,Bayern
962642,09779167,Huisheim,86685,Landkreis Donau-Ries,Bayern
448603,01061045,Huje,25588,Kreis Steinburg,Schleswig-Holstein
2774198,08415039,Hülben,72584,Landkreis Reutlingen,Baden-Württemberg
145269,05770016,Hüllhorst,32609,Kreis Minden-Lübbecke,Nordrhein-Westfalen
1182394,03257017,Hülsede,31867,Landkreis Schaumburg,Niedersachsen
1070984,09472155,Hummeltal,95503,Landkreis Bayreuth,Bayern
959647,09278139,Hunderdorf,94336,Landkreis Straubing-Bogen,Bayern
959805,09271126,Hunding,94551,Landkreis Deggendorf,Bayern
1244066,07133049,Hundsbach,55621,Landkreis Bad Kreuznach,Rheinland-Pfalz
532372,07143038,Hundsdorf,56235,Westerwaldkreis,Rheinland-Pfalz
454865,06631015,Hünfeld,36088,Landkreis Fulda,Hessen
324315,06533008,Hünfelden,65597,Landkreis Limburg-Weilburg,Hessen
418623,06531008,Hungen,35410,Landkreis Gießen,Hessen
413391,06439007,Hünstetten,65510,Rheingau-Taunus-Kreis,Hessen
58639,05170016,Hünxe,46569,Kreis Wesel,Nordrhein-Westfalen
933819,09181126,Hurlach,86857,Landkreis Landsberg am Lech,Bayern
163315,05358016,Hürtgenwald,52393,Kreis Düren,Nordrhein-Westfalen
162473,05362028,Hürth,50354,Rhein-Erft-Kreis,Nordrhein-Westfalen
1156152,01059041,Hüsby,24850,Kreis Schleswig-Flensburg,Schleswig-Holstein
1183260,03256016,Husum,31632,Landkreis Nienburg/Weser,Niedersachsen
1405432,01054056,Husum,25813,Kreis Nordfriesland,Schleswig-Holstein
1253801,07335016,Hütschenhausen,66882,Landkreis Kaiserslautern,Rheinland-Pfalz
422751,01060042,Hüttblek,24641,Kreis Segeberg,Schleswig-Holstein
215984,06532014,Hüttenberg,35625,Lahn-Dill-Kreis,Hessen
958093,09275128,Hutthurm,94116,Landkreis Passau,Bayern
2800712,08425064,Hüttisheim,89185,Alb-Donau-Kreis,Baden-Württemberg
915448,08136033,Hüttlingen,73460,Ostalbkreis,Baden-Württemberg
2007857,03454023,Hüven,49751,Landkreis Emsland,Niedersachsen
394012,15085185,Huy,38836,Landkreis Harz,Sachsen-Anhalt
394012,15085185,Huy,38838,Landkreis Harz,Sachsen-Anhalt
155641,05566028,Ibbenbüren,49477,Kreis Steinfurt,Nordrhein-Westfalen
155641,05566028,Ibbenbüren,49479,Kreis Steinfurt,Nordrhein-Westfalen
964467,09774143,Ichenhausen,89335,Landkreis Günzburg,Bayern
935092,09173130,Icking,82057,Landkreis Bad Tölz-Wolfratshausen,Bayern
1149460,01059042,Idstedt,24879,Kreis Schleswig-Flensburg,Schleswig-Holstein
936921,09190132,Iffeldorf,82393,Landkreis Weilheim-Schongau,Bayern
907207,08216023,Iffezheim,76473,Landkreis Rastatt,Baden-Württemberg
1080520,09474140,Igensdorf,91338,Landkreis Forchheim,Bayern
401807,08128058,Igersheim,97999,Main-Tauber-Kreis,Baden-Württemberg
959821,09271127,Iggensbach,94547,Landkreis Deggendorf,Bayern
915434,08136034,Iggingen,73574,Ostalbkreis,Baden-Württemberg
933820,09181127,Igling,86859,Landkreis Landsberg am Lech,Bayern
1520088,03352025,Ihlienworth,21775,Landkreis Cuxhaven,Niedersachsen
898633,03452012,Ihlow,26632,Landkreis Aurich,Niedersachsen
70142,08315059,Ihringen,79241,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
956665,09273133,Ihrlerstein,93346,Landkreis Kelheim,Bayern
1332614,15089185,Ilberstedt,06408,Salzlandkreis,Sachsen-Anhalt
2800659,08425137,Illerkirchberg,89171,Alb-Donau-Kreis,Baden-Württemberg
2800692,08425066,Illerrieden,89186,Alb-Donau-Kreis,Baden-Württemberg
941089,09775129,Illertissen,89257,Landkreis Neu-Ulm,Bayern
356793,09575133,Illesheim,91471,Landkreis Neustadt an der Aisch-Bad Windsheim,Bayern
308388,08236028,Illingen,75428,Enzkreis,Baden-Württemberg
1187146,10043112,Illingen,66557,Landkreis Neunkirchen,Saarland
2806036,08437056,Illmensee,88636,Landkreis Sigmaringen,Baden-Württemberg
1028541,09371131,Illschwang,92278,Landkreis Amberg-Sulzbach,Bayern
165440,16070029,Ilmenau,98693,Ilm-Kreis,Thüringen
165440,16070029,Ilmenau,98694,Ilm-Kreis,Thüringen
4447414,03157009,Ilsede,31241,Landkreis Peine,Niedersachsen
4447414,03157009,Ilsede,31246,Landkreis Peine,Niedersachsen
1352970,15085190,Ilsenburg,38871,Landkreis Harz,Sachsen-Anhalt
410486,08125046,Ilsfeld,74360,Landkreis Heilbronn,Baden-Württemberg
389473,08127043,Ilshofen,74532,Landkreis Schwäbisch Hall,Baden-Württemberg
454171,08226036,Ilvesheim,68549,Rhein-Neckar-Kreis,Baden-Württemberg
1231971,08327025,Immendingen,78194,Landkreis Tuttlingen,Baden-Württemberg
531865,06633014,Immenhausen,34376,Landkreis Kassel,Hessen
975281,09377127,Immenreuth,95505,Landkreis Tirschenreuth,Bayern
2783850,08435024,Immenstaad am Bodensee,88090,Bodenseekreis,Baden-Württemberg
957822,09780124,Immenstadt im Allgäu,87509,Landkreis Oberallgäu,Bayern
1254719,07333033,Imsbach,67817,Donnersbergkreis,Rheinland-Pfalz
161968,09771141,Inchenhofen,86570,Landkreis Aichach-Friedberg,Bayern
162463,05358020,Inden,52459,Kreis Düren,Nordrhein-Westfalen
376922,08126039,Ingelfingen,74653,Hohenlohekreis,Baden-Württemberg
80449,07339030,Ingelheim am Rhein,55218,Landkreis Mainz-Bingen,Rheinland-Pfalz
80449,07339030,Ingelheim am Rhein,55262,Landkreis Mainz-Bingen,Rheinland-Pfalz
80449,07339030,Ingelheim am Rhein,55263,Landkreis Mainz-Bingen,Rheinland-Pfalz
936739,09190133,Ingenried,86980,Landkreis Weilheim-Schongau,Bayern
405307,08118077,Ingersheim,74379,Landkreis Ludwigsburg,Baden-Württemberg
2801321,08426062,Ingoldingen,88456,Landkreis Biberach,Baden-Württemberg
62381,09161000,Ingolstadt,85049,,Bayern
62381,09161000,Ingolstadt,85051,,Bayern
62381,09161000,Ingolstadt,85053,,Bayern
62381,09161000,Ingolstadt,85055,,Bayern
62381,09161000,Ingolstadt,85057,,Bayern
958958,09272128,Innernzell,94548,Landkreis Freyung-Grafenau,Bayern
932279,09188126,Inning am Ammersee,82266,Landkreis Starnberg,Bayern
934758,09177122,Inning am Holz,84416,Landkreis Erding,Bayern
1132844,13073040,Insel Hiddensee,18565,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
1571936,13074035,Insel Poel,23999,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
1252794,07337044,Insheim,76865,Landkreis Südliche Weinstraße,Rheinland-Pfalz
534085,09571169,Insingen,91610,Landkreis Ansbach,Bayern
941683,09189124,Inzell,83334,Landkreis Traunstein,Bayern
2805974,08437059,Inzigkofen,72514,Landkreis Sigmaringen,Baden-Württemberg
2787920,08336043,Inzlingen,79594,Landkreis Lörrach,Baden-Württemberg
282346,09675139,Iphofen,97346,Landkreis Kitzingen,Bayern
